customer_id,home_store,customer_name,customer_email,customer_since,loyalty_card_number,birthdate,gender,birth_year
5042,5,Sara,Carson@varius.net,9/14/2017,005-902-1147,9/21/1986,N,1986
5043,5,Joseph,Mufutau@ridiculus.com,12/15/2017,860-861-9854,9/5/1971,M,1971
5044,5,Kyla,Tyler@non.us,7/27/2017,958-484-3738,12/30/1962,F,1962
5045,5,Hall,Grady@viverra.gov,4/9/2019,141-386-1471,4/9/2001,M,2001
5046,5,Sierra,Anthony@Class.us,11/14/2017,559-739-1508,4/19/1988,N,1988
5047,5,Hector,Willa@tortor.com,5/31/2017,714-524-1120,6/16/1959,M,1959
5048,5,Jin,Lewis@sem.org,4/4/2019,636-079-5610,2/23/2001,N,2001
5049,5,Vaughan,Hammett@primis.gov,5/31/2018,850-211-8761,4/30/1993,N,1993
5050,5,Roary,Hyatt@senectus.com,6/30/2018,639-964-1848,11/1/1983,F,1983
5051,5,Kyla,Burke@pharetra.gov,2/13/2018,645-456-4827,8/8/1990,N,1990
5052,5,Bryar,Deborah@mauris.us,2/21/2018,599-472-2561,11/23/1975,F,1975
5053,5,Reagan,Illana@bibendum.edu,1/4/2019,175-540-6733,6/17/1995,F,1995
5054,5,Ulysses,Linus@egestas.org,11/14/2018,907-601-7860,7/28/1997,N,1997
5055,5,Catherine,Abel@luctus.gov,6/7/2017,143-651-4247,11/16/1959,F,1959
5056,5,Yasir,Brock@dictum.net,7/22/2017,061-925-2978,9/3/1962,M,1962
5057,5,Zephania,Ingrid@Curabitur.org,2/25/2019,045-239-2781,3/6/2000,N,2000
5058,5,Cairo,Regina@rutrum.org,4/2/2018,535-386-5884,4/29/1978,M,1978
5059,5,Martena,Latifah@purus.com,2/28/2019,483-038-6849,11/10/1998,F,1998
5060,5,Hilda,Marah@morbi.com,1/16/2018,834-045-8923,8/17/1973,F,1973
5061,5,Yoko,Haley@sed.com,12/17/2017,778-451-1040,10/14/1971,F,1971
5062,5,Leila,Destiny@Cras.net,3/12/2018,893-303-6522,1/11/1977,F,1977
5063,5,Cynthia,Len@Morbi.us,3/1/2019,136-049-5766,4/19/2000,N,2000
5064,5,Solomon,Shannon@Vestibulum.edu,6/14/2018,090-926-2119,10/30/1982,M,1982
5065,5,Odessa,Noel@quis.us,9/4/2017,155-036-1690,5/28/1965,F,1965
5066,5,Justin,Angela@Mauris.com,4/16/2018,892-756-0906,3/9/1979,M,1979
5067,5,Paki,Deirdre@conubia.net,1/28/2017,697-157-0647,11/26/1980,N,1980
5068,5,Ori,Fallon@aptent.com,8/10/2017,859-086-4788,11/5/1963,F,1963
5069,5,Brian,Yen@non.us,2/16/2018,639-535-0494,7/16/1975,M,1975
5070,5,Mallory,Sophia@nibh.edu,5/22/2018,755-892-4349,6/4/1981,F,1981
5071,5,Beau,Rose@Vivamus.gov,12/1/2017,940-695-0745,10/27/1970,M,1970
5072,5,Althea,Colin@In.com,3/2/2017,265-479-9112,10/2/1981,N,1981
5073,5,Urielle,Wyatt@conubia.com,11/19/2017,749-707-2995,1/30/1970,F,1970
5074,5,Miriam,Vaughan@facilisis.net,2/19/2018,416-488-1852,10/3/1975,F,1975
5075,5,Adrian,Leslie@viverra.com,5/17/2017,519-675-5830,9/10/1983,N,1983
5076,5,Guinevere,Beck@lorem.gov,12/26/2018,792-225-9636,11/22/1994,F,1994
5077,5,Adria,Karen@placerat.edu,2/25/2018,262-828-2176,11/27/1990,N,1990
5078,5,Gage,Dana@Curabitur.net,4/14/2017,090-829-2339,11/4/1982,N,1982
5079,5,Sybil,Louis@adipiscing.org,1/31/2017,981-129-9290,1/30/1952,F,1952
5080,5,Elmo,Macaulay@Cum.us,9/26/2018,683-004-1071,4/6/1989,M,1989
5081,5,Brady,Courtney@magnis.net,5/15/2018,414-204-4561,11/26/1992,N,1992
5082,5,Roth,Vladimir@Quisque.net,11/24/2017,061-527-8955,5/24/1970,M,1970
5083,5,Yardley,Neve@Class.gov,2/10/2019,085-930-2719,10/25/1999,N,1999
5084,5,Randall,Charity@nibh.net,6/3/2018,551-416-9431,5/23/1993,N,1993
5085,5,Ray,Nigel@ultrices.us,9/2/2017,668-644-6225,3/31/1965,M,1965
5086,5,Adara,Chaney@accumsan.org,7/14/2018,036-348-1997,9/7/1984,F,1984
5087,5,Sopoline,Nelle@posuere.us,12/24/2018,956-476-8438,10/1/1994,F,1994
5088,5,Megan,Charles@mollis.org,4/22/2018,009-027-9803,8/1/1979,F,1979
5089,5,Mollie,Felicia@dolor.us,8/19/2017,824-848-2525,5/30/1964,F,1964
5090,5,Marsden,Helen@metus.org,11/14/2018,659-011-4235,4/6/1992,M,1992
5091,5,Meghan,Slade@In.org,1/11/2017,687-174-8230,6/24/1980,N,1980
5092,5,Cleo,Lael@montes.gov,8/6/2018,740-341-9235,2/6/1986,F,1986
5093,5,Tiger,Igor@magna.org,11/7/2018,516-070-9394,11/1/1991,M,1991
5094,5,Rogan,Clayton@non.org,4/5/2017,769-376-2504,1/10/1956,M,1956
5095,5,Ferris,Dominic@consectetuer.us,9/23/2017,838-720-1287,7/14/1966,M,1966
5096,5,Kai,Cade@Aliquam.org,4/8/2018,379-957-8974,9/24/1978,F,1978
5097,5,Yuli,Jakeem@turpis.org,10/22/2017,429-805-7863,9/11/1987,N,1987
5098,5,Odessa,Deanna@lacinia.org,10/21/2018,309-117-4600,10/12/1990,F,1990
5099,5,Jillian,Ursa@cursus.gov,5/15/2018,793-155-2087,12/30/1980,F,1980
5100,5,Barclay,Keith@massa.edu,12/22/2017,718-551-8377,2/9/1972,M,1972
5101,5,Justina,Stuart@sem.gov,1/22/2017,604-592-2090,7/7/1951,F,1951
5102,5,Tana,Micah@bibendum.org,7/13/2018,377-309-3376,6/3/1994,N,1994
5103,5,Andrew,Zachery@ullamcorper.gov,4/30/2017,276-599-4806,7/11/1957,M,1957
5104,5,Yasir,Otto@nostra.edu,8/19/2018,008-170-5026,11/26/1986,M,1986
5105,5,Ruth,Ulric@montes.us,8/8/2018,150-309-3549,3/30/1986,F,1986
5106,5,Janna,Daquan@massa.net,1/11/2019,685-029-8856,11/19/1995,F,1995
5107,5,Kasimir,Dale@at.org,10/17/2017,511-940-0148,1/13/1968,M,1968
5108,5,Jenette,Neville@neque.org,1/20/2018,853-120-4552,12/30/1989,N,1989
5109,5,Tashya,Daria@Quisque.com,10/18/2017,353-896-8468,2/6/1968,F,1968
5110,5,Ursula,Teagan@sapien.gov,12/1/2018,657-665-0802,12/30/1997,N,1997
5111,5,Amir,Craig@Donec.net,4/2/2018,574-775-6882,10/25/1991,N,1991
5112,5,Amos,Isaiah@mauris.net,8/15/2017,560-395-0928,3/4/1964,M,1964
5113,5,Jennifer,Warren@nonummy.gov,1/25/2017,195-810-9465,11/4/1980,N,1980
5114,5,Edward,Sacha@a.org,10/2/2018,629-183-0571,6/25/1996,N,1996
5115,5,Carol,Francis@Aenean.net,1/21/2017,580-733-6882,9/21/1980,N,1980
5116,5,Rafael,Carol@fringilla.com,8/12/2017,366-625-0940,12/17/1963,M,1963
5117,5,Karyn,Galvin@Nam.net,12/27/2017,483-587-4989,5/22/1989,N,1989
5118,5,Belle,Tanisha@orci.gov,3/17/2019,613-992-3485,11/8/1999,F,1999
5119,5,Devin,Joelle@nunc.com,3/31/2017,815-625-7635,6/25/1982,N,1982
5120,5,Mark,Cheryl@et.org,3/20/2019,064-490-1526,10/13/2000,N,2000
5121,5,Mollie,Chester@Maecenas.org,11/10/2018,175-829-3649,1/21/1992,F,1992
5122,5,Fallon,Montana@convallis.us,5/19/2017,007-979-5386,9/28/1958,F,1958
5123,5,Audrey,Carissa@taciti.org,4/2/2019,329-140-9841,11/4/2000,F,2000
5124,5,Hashim,Karen@ac.gov,12/8/2017,795-687-5681,4/2/1971,M,1971
5125,5,Astra,Declan@suscipit.us,5/24/2018,511-266-7056,2/23/1993,N,1993
5126,5,Paloma,Samson@id.net,5/10/2017,629-257-4633,3/5/1958,F,1958
5127,5,Whilemina,Constance@malesuada.com,7/16/2018,109-125-1344,10/28/1984,F,1984
5128,5,Maxwell,Azalia@Curabitur.gov,2/8/2018,397-196-9361,6/25/1990,N,1990
5129,5,Lane,Jillian@pretium.com,2/1/2017,027-524-3589,1/9/1981,N,1981
5130,5,Joan,Mari@varius.org,7/30/2017,130-762-2666,7/28/1985,N,1985
5131,5,Reuben,Lunea@pretium.edu,4/16/2017,391-345-8403,9/1/1956,M,1956
5132,5,Ashton,Signe@vehicula.org,7/29/2018,414-902-8566,8/13/1985,M,1985
5133,5,Rana,Wang@inceptos.org,5/5/2017,624-062-5544,5/23/1983,N,1983
5134,5,Hamish,Deacon@sociosqu.us,12/4/2018,358-197-9302,7/20/1993,M,1993
5135,5,Irma,Davis@porttitor.org,1/18/2019,668-623-5252,4/22/1996,F,1996
5136,5,Donovan,Kai@amet.us,3/26/2019,516-907-6616,5/30/2000,M,2000
5137,5,Ruth,Yoko@primis.gov,6/23/2017,229-461-5730,11/13/1960,F,1960
5138,5,Charles,Arsenio@tincidunt.edu,3/8/2019,688-752-1279,5/5/1999,M,1999
5139,5,Myles,Montana@pulvinar.net,9/30/2017,360-436-4322,2/23/1987,N,1987
5140,5,Tarik,Lacota@sollicitudin.com,11/24/2018,953-082-0773,10/25/1997,N,1997
5141,5,Florence,Devin@sed.org,9/16/2018,996-399-6514,1/22/1996,N,1996
5142,5,Debra,Armand@elementum.org,3/16/2019,221-105-2873,8/30/2000,N,2000
5143,5,Amos,Germane@penatibus.us,1/29/2018,083-299-5133,6/20/1974,M,1974
5144,5,Denise,Caleb@sem.edu,3/3/2019,781-285-9636,1/1/1999,F,1999
5145,5,Nita,Idona@varius.com,9/9/2018,014-260-7499,3/24/1988,F,1988
5146,5,Leigh,Tatiana@Class.us,10/17/2018,196-047-1993,11/4/1996,N,1996
5147,5,Gregory,Desiree@varius.edu,11/27/2018,358-186-7038,2/13/1993,M,1993
5148,5,Willow,Malachi@laoreet.com,11/26/2018,612-962-3656,1/17/1993,F,1993
5149,5,Noel,Zephr@conubia.edu,6/14/2017,636-542-1783,4/20/1960,F,1960
5150,5,Austin,Erin@vehicula.us,12/11/2018,391-638-6296,12/24/1993,M,1993
5151,5,Sophia,Kyla@augue.net,10/26/2017,186-108-0474,10/25/1987,N,1987
5152,5,Reese,Vaughan@habitant.gov,5/20/2017,582-152-1638,10/24/1958,M,1958
5153,5,Dominique,Ori@dui.com,2/23/2017,372-303-7067,6/30/1953,F,1953
5154,5,Abraham,Stone@senectus.edu,10/21/2018,693-649-2351,12/19/1996,N,1996
5155,5,Tashya,Debra@eu.edu,8/25/2018,848-466-9277,7/6/1995,N,1995
5156,5,Blaze,Ashely@quis.edu,2/19/2019,496-908-2991,4/8/1998,M,1998
5157,5,Kenneth,Sawyer@arcu.com,9/19/2017,428-541-3414,4/26/1966,M,1966
5158,5,Bruno,Constance@tincidunt.gov,5/22/2018,048-633-2335,2/1/1993,N,1993
5159,5,Avram,Noelani@posuere.edu,5/27/2018,263-118-5732,10/3/1981,M,1981
5160,5,Velma,Drake@id.net,6/12/2018,712-390-5849,9/13/1982,F,1982
5161,5,Amity,Ashely@scelerisque.gov,4/4/2017,477-514-8584,8/8/1982,N,1982
5162,5,Carol,Willow@tellus.org,10/27/2018,180-429-2795,3/16/1991,F,1991
5163,5,Craig,Tatum@placerat.com,7/8/2018,168-374-0876,4/20/1994,N,1994
5164,5,Brady,Kimberly@arcu.org,8/8/2018,414-449-2034,2/1/1995,N,1995
5165,5,Cole,Declan@Cras.edu,3/2/2017,020-412-3304,11/18/1953,M,1953
5166,5,Tanek,Upton@pulvinar.gov,9/22/2018,385-098-4279,1/17/1989,M,1989
5167,5,Avram,Fuller@Pellentesque.net,8/18/2017,213-882-9939,1/21/1986,N,1986
5168,5,Warren,Phoebe@scelerisque.com,7/30/2018,104-561-2134,11/5/1994,N,1994
5169,5,Gail,Lani@viverra.net,8/1/2018,181-989-4834,10/26/1985,F,1985
5170,5,Heather,Brianna@interdum.edu,2/28/2017,144-085-7920,10/12/1953,F,1953
5171,5,Skyler,Jordan@blandit.us,7/16/2017,483-891-0322,4/15/1962,F,1962
5172,5,Wendy,Hyacinth@faucibus.org,4/19/2017,834-780-0046,11/24/1956,F,1956
5173,5,Noble,Whitney@odio.net,4/12/2017,162-328-7170,6/15/1956,M,1956
5174,5,Jelani,Rajah@ligula.com,2/9/2017,063-305-8816,3/17/1981,N,1981
5175,5,Tobias,Kimberley@aliquet.gov,1/22/2017,896-804-7572,7/10/1951,M,1951
5176,5,Rogan,Ishmael@laoreet.com,5/3/2017,228-356-8288,5/1/1983,N,1983
5177,5,Morgan,Barrett@tristique.gov,9/23/2018,998-712-9101,1/29/1989,F,1989
5178,5,Lee,Anastasia@ornare.com,12/15/2017,612-033-0076,2/1/1989,N,1989
5179,5,Caleb,Kylee@rutrum.gov,8/15/2018,745-334-0310,9/9/1986,M,1986
5180,5,Baker,Lewis@ad.edu,11/19/2018,337-985-2704,9/10/1997,N,1997
5181,5,Denton,Michelle@posuere.us,6/14/2017,182-084-7548,4/25/1960,M,1960
5182,5,Madison,Felicia@magnis.edu,11/15/2018,291-404-7299,5/4/1992,F,1992
5183,5,Kameko,Arden@interdum.edu,6/25/2017,190-734-9216,1/4/1961,F,1961
5184,5,Chaim,Berk@tempus.gov,1/22/2019,657-462-6151,7/20/1996,M,1996
5185,5,Maris,Tamekah@sagittis.edu,3/28/2019,993-087-6709,7/24/2000,F,2000
5186,5,Oprah,Chadwick@purus.gov,6/25/2018,690-541-9643,7/20/1983,F,1983
5187,5,Darryl,Katelyn@dui.edu,12/1/2018,884-693-1637,5/1/1993,F,1993
5188,5,Dai,Amos@Duis.gov,10/4/2017,625-126-2028,4/1/1967,F,1967
5189,5,Rebekah,Judith@netus.org,8/26/2017,732-980-7720,11/2/1964,F,1964
5190,5,Jonah,Emmanuel@Curae.us,2/22/2018,413-164-0301,12/20/1975,M,1975
5191,5,Kirk,Nero@montes.edu,3/14/2017,774-715-7815,1/21/1982,N,1982
5192,5,Castor,India@metus.org,4/19/2017,990-466-4880,12/19/1982,N,1982
5193,5,Margaret,Cain@dolor.gov,1/6/2018,203-432-9720,1/22/1973,F,1973
5194,5,Andrew,Lance@Nunc.net,3/25/2019,408-989-1424,11/27/2000,N,2000
5195,5,Sasha,Armando@conubia.org,5/17/2018,297-315-1892,2/20/1981,F,1981
5196,5,Nelle,Chaney@nostra.org,4/9/2017,312-047-9832,9/21/1982,N,1982
5197,5,Derek,Kennan@posuere.net,8/26/2018,749-469-4407,5/2/1987,M,1987
5198,5,Leigh,Caldwell@quis.org,8/17/2018,708-792-1233,10/23/1986,F,1986
5199,5,Gail,Whoopi@non.edu,7/27/2018,099-392-7300,10/14/1994,N,1994
5200,5,Henry,Amery@turpis.net,6/7/2017,478-143-2547,11/20/1959,M,1959
5201,5,Lamar,Cameron@Sed.gov,12/10/2018,355-552-6016,3/29/1998,N,1998
5202,5,Garrison,Rose@per.edu,12/25/2017,443-656-0284,4/30/1989,N,1989
5203,5,Uriah,Celeste@est.net,6/10/2017,985-548-1184,2/6/1960,M,1960
5204,5,Fredericka,Jenna@velit.com,9/2/2017,813-917-4539,4/6/1965,F,1965
5205,5,Keith,Noble@justo.edu,2/27/2019,025-654-7691,3/28/2000,N,2000
5206,5,Lesley,Thomas@ipsum.org,4/17/2018,790-752-6806,4/19/1979,F,1979
5207,5,Willa,Garth@non.gov,8/22/2018,345-551-4297,2/4/1987,F,1987
5208,5,Forrest,Aidan@magnis.com,1/15/2019,432-049-8822,2/15/1996,M,1996
5209,5,Louis,Astra@Curabitur.gov,3/22/2018,704-155-1172,9/6/1977,M,1977
5210,5,Ori,Colt@Proin.org,6/5/2018,178-588-4005,6/14/1993,N,1993
5211,5,Halla,Keely@varius.com,7/1/2018,059-261-8088,2/12/1994,N,1994
5212,5,Nayda,Peter@tempus.us,1/13/2018,661-065-1100,6/26/1973,F,1973
5213,5,Tanya,Erich@lectus.edu,5/8/2018,819-987-8541,7/28/1980,F,1980
5214,5,Stephen,Sawyer@ullamcorper.us,4/2/2017,511-683-2944,10/24/1955,M,1955
5215,5,Yuli,Rajah@Donec.gov,4/12/2017,133-489-4410,10/13/1982,N,1982
5216,5,Adena,Yoko@nonummy.com,2/5/2018,819-266-0332,11/26/1974,F,1974
5217,5,Kennan,Maisie@eros.edu,1/1/2018,680-885-7966,10/1/1972,M,1972
5218,5,Xaviera,Upton@Nulla.com,7/28/2018,362-335-0725,7/14/1985,F,1985
5219,5,Ariana,Reed@vel.edu,7/7/2017,981-591-3131,9/20/1961,F,1961
5220,5,Danielle,Walker@primis.com,10/23/2017,177-450-0154,5/19/1968,F,1968
5221,5,Stephanie,Ramona@hendrerit.edu,10/19/2018,203-237-9851,11/27/1996,N,1996
5222,5,Hayden,Irene@ultricies.com,8/4/2017,331-772-7148,9/10/1985,N,1985
5223,5,Howard,Vaughan@Nam.net,8/9/2017,116-641-7747,10/24/1985,N,1985
5224,5,Summer,Tobias@ut.edu,12/15/2018,396-377-4461,3/8/1994,F,1994
5225,5,Ima,Eleanor@amet.net,7/25/2018,932-763-9007,9/22/1994,N,1994
5226,5,Kiayada,Latifah@volutpat.us,5/19/2018,737-254-8561,1/10/1993,N,1993
5227,5,Dawn,Dane@vulputate.us,9/30/2017,428-464-8163,12/18/1966,F,1966
5228,5,Charde,Adrian@tortor.edu,1/6/2017,349-505-8576,7/9/1950,F,1950
5229,5,Camilla,Emerson@venenatis.edu,3/21/2018,234-434-5624,8/6/1977,F,1977
5230,5,Teagan,Gregory@Morbi.us,3/30/2019,291-782-4098,1/10/2001,N,2001
5231,5,Nyssa,Brandon@velit.org,6/17/2018,199-180-8519,10/2/1993,N,1993
5232,5,Victoria,Serena@faucibus.edu,11/7/2017,229-516-2155,2/12/1988,N,1988
5233,5,Sean,Lila@sit.com,1/15/2019,234-776-8483,2/24/1999,N,1999
5234,5,Mark,Troy@natoque.org,5/27/2017,761-662-6613,3/30/1959,M,1959
5235,5,Hamilton,Zephania@Vivamus.gov,7/19/2017,815-241-7834,6/17/1962,M,1962
5236,5,Oren,Hanna@sit.org,3/26/2018,205-410-6631,8/20/1991,N,1991
5237,5,Gavin,Allen@quis.us,2/9/2017,130-526-4232,8/5/1952,M,1952
5238,5,Sasha,Deacon@est.com,12/25/2018,190-698-3352,8/8/1998,N,1998
5239,5,Irene,Yvonne@posuere.org,10/9/2018,954-244-6319,8/30/1996,N,1996
5240,5,Uriel,Celeste@mi.com,7/20/2018,496-090-0538,8/8/1994,N,1994
5241,5,Belle,Rafael@Nam.edu,1/27/2017,309-327-0814,10/18/1951,F,1951
5242,5,Flynn,Leonard@Quisque.com,9/18/2018,277-844-9937,2/13/1996,N,1996
5243,5,Jordan,Jonah@egestas.us,5/13/2017,686-827-2302,7/28/1983,N,1983
5244,5,Hiroko,Jesse@tempus.org,8/31/2017,953-888-0110,2/13/1965,F,1965
5245,5,Colton,Wilma@turpis.us,7/22/2018,713-783-5494,3/10/1985,M,1985
5246,5,Hamilton,Clayton@Quisque.net,2/16/2017,988-058-1737,1/9/1953,M,1953
5247,5,Delilah,Wayne@tellus.org,4/14/2018,232-324-8136,2/13/1992,N,1992
5248,5,Ulysses,Aquila@elit.com,3/29/2017,177-660-1818,8/6/1955,M,1955
5249,5,Carla,Hector@accumsan.edu,12/6/2017,108-926-4146,11/4/1988,N,1988
5250,5,Marshall,Garrison@Class.edu,4/9/2018,300-036-1127,10/3/1978,M,1978
5251,5,Daquan,Moses@placerat.gov,8/8/2018,586-264-7261,4/5/1986,M,1986
5252,5,Ethan,Hyacinth@volutpat.edu,11/28/2017,505-955-9439,8/10/1970,M,1970
5253,5,Lester,Hermione@penatibus.us,10/24/2017,838-321-7219,6/18/1968,M,1968
5254,5,Destiny,Dante@quam.org,5/8/2017,192-555-4995,1/12/1958,F,1958
5255,5,Peter,Zachary@sollicitudin.gov,1/8/2017,647-631-6884,8/31/1950,M,1950
5256,5,Galvin,Buffy@vehicula.net,8/28/2017,761-805-7358,4/19/1986,N,1986
5257,5,Elijah,Alexa@id.net,2/28/2017,017-645-0645,9/10/1981,N,1981
5258,5,Zachery,Kaseem@turpis.gov,4/2/2017,564-095-4557,7/17/1982,N,1982
5259,5,Ima,Hanae@ultrices.net,5/6/2017,424-630-8237,11/22/1957,F,1957
5260,5,Deanna,Keith@sagittis.org,12/1/2017,193-895-2887,10/16/1970,F,1970
5261,5,Vernon,Mariko@ante.edu,11/17/2017,525-598-5856,12/18/1969,M,1969
5262,5,Wanda,Kylie@sociosqu.us,9/18/2017,611-393-9794,4/3/1966,F,1966
5263,5,Pearl,Eugenia@nunc.edu,8/12/2017,847-174-8354,12/27/1963,F,1963
5264,5,Marny,Stella@diam.com,1/15/2017,457-757-6039,2/1/1951,F,1951
5265,5,Dante,Clarke@leo.net,2/15/2018,232-327-9610,8/30/1990,N,1990
5266,5,Forrest,Emerald@pretium.org,4/26/2018,182-937-0529,10/30/1979,M,1979
5267,5,Chandler,Jessica@purus.edu,4/26/2018,517-061-8762,6/2/1992,N,1992
5268,5,Mercedes,Anika@cursus.org,1/25/2019,859-783-2584,9/25/1996,F,1996
5269,5,Raja,Kelsey@Curabitur.org,3/18/2018,476-330-1786,6/14/1991,N,1991
5270,5,Arden,Nora@viverra.org,4/28/2018,154-001-9588,6/24/1992,N,1992
5271,5,TaShya,Kasimir@ipsum.gov,12/30/2017,320-664-2499,8/19/1972,F,1972
5272,5,Jerome,Kyra@pretium.net,7/9/2017,200-223-9574,1/9/1985,N,1985
5273,5,India,Janna@magna.org,2/19/2017,002-041-5490,3/19/1953,F,1953
5274,5,Garrett,Plato@Aliquam.com,1/15/2018,416-019-0682,8/10/1973,M,1973
5275,5,Bo,Francesca@consequat.net,9/16/2018,484-025-4659,8/26/1988,F,1988
5276,5,Ralph,Nathaniel@congue.edu,1/5/2019,044-212-0921,6/25/1995,M,1995
5277,5,Yetta,Adrian@in.gov,12/17/2018,544-543-6892,6/3/1998,N,1998
5278,5,Ginger,Xyla@Nullam.us,3/14/2018,951-084-8682,3/3/1977,F,1977
5279,5,Marshall,Samuel@ultrices.edu,2/4/2017,064-915-7088,1/31/1981,N,1981
5280,5,Juliet,Angela@ante.net,5/6/2018,110-982-8209,6/6/1980,F,1980
5281,5,Bevis,Angela@fringilla.edu,12/11/2017,254-425-5537,12/18/1988,N,1988
5282,5,Deacon,Gage@In.com,9/26/2017,576-293-5921,9/30/1966,M,1966
5283,5,Christopher,Driscoll@consectetuer.gov,10/13/2017,860-520-5537,10/27/1967,M,1967
5284,5,Amber,Rebecca@Nunc.gov,10/29/2017,337-225-6048,10/21/1968,F,1968
5285,5,Teegan,Craig@dignissim.net,1/11/2018,996-577-3859,5/5/1973,F,1973
5286,5,Benedict,Adrienne@nascetur.us,12/29/2018,935-535-6082,1/19/1995,M,1995
5287,5,Galena,April@Cras.gov,5/7/2018,732-927-7206,9/21/1992,N,1992
5288,5,Nissim,Unity@facilisi.org,5/13/2018,099-398-2956,11/24/1980,M,1980
5289,5,Berk,Peter@sem.edu,12/25/2017,642-010-6737,4/27/1972,M,1972
5290,5,Bree,Patience@nostra.com,3/16/2017,254-001-5440,2/12/1982,N,1982
5291,5,Grace,Preston@fermentum.com,1/29/2017,931-391-4698,12/9/1951,F,1951
5292,5,Xyla,Lester@tristique.com,4/29/2017,346-460-7226,6/19/1957,F,1957
5293,5,Connor,Breanna@Class.gov,9/30/2017,089-233-2747,12/17/1966,M,1966
5294,5,Isabella,Talon@mollis.net,3/30/2017,261-203-0848,8/16/1955,F,1955
5295,5,Macaulay,Cally@Sed.edu,9/2/2017,529-966-5403,6/3/1986,N,1986
5296,5,Noble,Joseph@diam.edu,7/15/2017,693-736-9309,3/30/1962,M,1962
5297,5,Cassandra,Fitzgerald@vulputate.com,11/12/2017,064-116-7578,8/28/1969,F,1969
5298,5,Emmanuel,Reece@Integer.gov,10/27/2017,753-120-3347,9/4/1968,M,1968
5299,5,Joan,Owen@Donec.org,5/20/2018,226-911-6174,4/13/1981,F,1981
5300,5,Amanda,Ella@tempor.gov,1/16/2017,960-011-9461,8/7/1980,N,1980
5301,5,Oliver,Hedley@erat.com,8/29/2018,005-168-2905,7/19/1987,M,1987
5302,5,Kermit,Tara@libero.org,1/19/2017,465-652-0937,4/23/1951,M,1951
5303,5,Dara,Ulla@netus.com,4/27/2018,606-239-7351,11/12/1979,F,1979
5304,5,Hadassah,Whoopi@accumsan.org,9/13/2017,353-799-5946,12/21/1965,F,1965
5305,5,Patience,Idona@lacus.us,2/10/2017,070-233-0225,8/24/1952,F,1952
5306,5,Kylynn,Shoshana@massa.us,6/27/2017,531-931-9507,9/21/1984,N,1984
5307,5,Luke,Mary@Aenean.org,2/12/2017,025-781-5658,10/22/1952,M,1952
5308,5,Fulton,Dexter@convallis.org,4/9/2017,120-529-9185,3/28/1956,M,1956
5309,5,Shannon,Marny@elit.org,6/16/2017,657-751-9324,6/11/1960,F,1960
5310,5,Michael,Dolan@scelerisque.us,5/24/2018,316-013-9732,7/17/1981,M,1981
5311,5,Bradley,Lev@Donec.net,4/11/2018,860-325-3375,1/21/1992,N,1992
5312,5,Irma,Lucius@sagittis.gov,5/1/2018,113-289-9591,2/24/1980,F,1980
5313,5,Stuart,Signe@enim.us,7/8/2017,874-823-7184,10/25/1961,M,1961
5314,5,Xaviera,Isaiah@nisi.org,11/29/2017,438-601-4225,8/30/1988,N,1988
5315,5,Lee,Quin@habitant.edu,6/13/2017,344-283-6053,5/11/1984,N,1984
5316,5,Ruth,Joel@Praesent.net,4/10/2017,064-678-7794,5/1/1956,F,1956
5317,5,Leslie,Libby@non.com,1/13/2017,759-809-5785,7/16/1980,N,1980
5318,5,Scarlett,Cleo@ante.net,1/27/2018,987-998-0467,3/6/1990,N,1990
5319,5,Leroy,Alika@Vivamus.com,12/8/2018,873-918-1365,3/6/1998,N,1998
5320,5,Hillary,Ifeoma@Vestibulum.gov,4/1/2019,410-133-3132,2/1/2001,N,2001
5321,5,Lillian,Leslie@commodo.edu,12/22/2018,459-781-8093,8/10/1994,F,1994
5322,5,Colby,Zelda@sociis.org,4/23/2017,981-321-7303,2/5/1957,M,1957
5323,5,Darryl,Yvette@fames.com,3/7/2018,141-084-6498,9/29/1976,F,1976
5324,5,Aquila,Breanna@metus.edu,5/10/2018,057-816-8511,9/7/1980,M,1980
5325,5,Madeson,Adena@sagittis.gov,7/18/2018,039-136-9553,7/17/1994,N,1994
5326,5,Noble,Chloe@erat.gov,9/28/2017,274-565-2299,2/1/1987,N,1987
5327,5,Alisa,Hillary@Fusce.edu,1/23/2019,019-961-8396,8/4/1996,F,1996
5328,5,Madeline,Charde@dictum.org,2/11/2018,966-489-3284,7/17/1990,N,1990
5329,5,Reuben,Colette@facilisi.us,9/5/2017,457-540-8309,6/17/1965,M,1965
5330,5,Arden,Audrey@a.us,5/3/2017,548-136-1769,9/28/1957,M,1957
5331,5,Nicole,Adele@varius.us,3/16/2018,552-890-1935,4/24/1977,F,1977
5332,5,Joel,Duncan@condimentum.edu,4/21/2018,094-040-0151,4/19/1992,N,1992
5333,5,Robert,Guy@sodales.us,11/12/2018,857-004-1975,7/6/1997,N,1997
5334,5,Emerson,Aimee@venenatis.com,12/25/2018,686-016-0404,11/2/1994,M,1994
5335,5,Lareina,Unity@magna.edu,1/4/2018,189-863-9994,7/28/1989,N,1989
5336,5,Flynn,Bert@Nulla.net,9/15/2018,367-050-1539,8/14/1988,M,1988
5337,5,Salvador,Piper@dolor.gov,7/6/2018,743-523-9186,3/28/1994,N,1994
5338,5,Nola,Barbara@tellus.net,8/3/2017,824-985-1246,6/3/1963,F,1963
